Depth,PrunedNodes
8420064,31
8142480,127
8418816,158
8419104,125
13419392,59
8418688,31
13181584,61
8418592,158
7697920,63
13174704,94
8418368,62
8418240,122
8421504,94
8420384,190
8417696,31
8418496,63
13181456,41
8418560,94
8418144,94
8417824,94
13182256,63
8416960,156
8417344,63
13181232,52
8416800,63
7946560,31
8417568,63
8419520,63
13183952,63
8419392,317
8419264,63
7947328,94
7860512,31
8418848,190
7859136,63
13419136,63
13213752,15
7857760,240
8414624,63
8422656,63
8421664,63
8421600,127
13181872,30
8152304,127
7857728,126
7780824,122
13422352,110
8418880,31
7993760,63
8419040,190
13216792,15
8419296,63
13182192,69
8417856,127
13182384,53
8417952,127
7858080,214
8417440,63
8417408,31
8417216,63
8415648,31
8416160,31
8415744,31
7949760,61
7976280,127
8415776,31
8414752,94
8415584,126
7697024,63
8415328,63
8413696,126
8415968,63
13422208,247
8414944,63
7996640,114
7940512,246
8414048,63
7711976,63
8414112,125
8413600,63
7783352,127
8414016,127
8415072,63
7785976,63
8414784,190
7824280,63
7712168,31
7948640,63
8415136,127
13193232,31
8163160,110
13191792,109
13191280,205
13190992,156
13190608,63
13190832,94
13190384,31
13190096,63
13188720,31
13188432,126
13188368,63
13188528,94
13422160,248
13187120,94
13186608,205
13182448,94
8430192,127
13186512,93
13186448,218
13186128,220
13186032,123
13212920,63
13185488,156
13185744,94
13185296,94
8428336,127
13184432,63
13208536,63
7955392,62
13207896,125
13208312,127
13207768,247
13185680,236
7843584,127
7843520,254
7856544,30
13208472,63
7854336,127
13207512,255
7857856,7
13174992,147
7856832,14
7857088,24
13425232,63
13182160,68
7857120,22
7954688,63
13181296,80
13180240,168
7856064,26
8004416,15
7863328,40
13181712,10
13419584,15
8002784,15
13181328,3
7863392,27
13420896,125
7954816,115
13181392,7
13181168,18
7946464,102
13181040,46
7863136,49
7863488,79
13174544,194
7956224,63
13174032,77
13174800,358
13174224,217
13174672,171
13192400,89
13192976,46
13173424,226
13205168,92
7945920,63
7955488,155
7956288,114
7955648,116
7954944,169
13192240,62
7955328,121
13174768,493
13173808,93
13173744,93
13173968,77
7954528,59
13174064,115
13174352,218
13192304,31
7698432,63
7954112,146
13217176,31
7947552,46
8003680,63
13217112,31
13217144,31
7781560,127
13216696,31
13216440,63
13215928,15
13216536,31
7745224,255
13216216,31
13214968,63
7949440,63
13215480,31
7949888,214
13215576,31
13215736,63
13215672,63
7950112,215
8003072,127
13214648,78
13214232,31
13213976,15
13214296,31
7948960,63
13214072,62
13213784,31
13213720,63
7713864,31
13213144,188
13212600,124
7844224,31
7786232,63
7952000,184
13213432,94
7997344,31
13213496,31
13213848,31
13212664,62
7951232,240
13188752,62
13188880,93
13212472,63
13214520,31
13214456,63
13214776,31
13211448,63
13211800,63
13211192,63
7844032,63
13211352,126
7953984,15
8164664,63
13212888,63
13212984,63
13211128,127
7953792,94
7953600,15
7844512,31
7953536,92
7953216,82
7731080,127
7952352,93
7952416,84
13202704,92
13420080,127
13202416,138
13201904,45
13200720,93
7949792,113
13189008,62
13188464,125
7823256,127
7731624,31
13202128,183
7950912,63
7949920,236
8002720,31
13181264,63
8002560,31
8003424,15
8001504,63
8002176,15
13183888,158
8002080,62
8002368,15
8001664,31
8001728,15
7994752,31
8001408,94
7956192,94
13182512,31
8001056,31
13418608,190
8001184,63
8001248,15
8001024,31
7948064,126
8001344,31
8000576,63
8000608,31
8000544,63
8000864,63
7999776,15
7999456,31
7999552,31
13183856,31
8000384,31
7955168,31
8000064,31
7999424,63
7998592,31
7999328,63
13183920,31
13183728,158
13422960,62
7998848,63
7691488,126
7998272,121
8000640,63
7999136,15
7998880,31
7691392,63
8142832,127
7998688,15
7997696,31
7842368,127
7998304,220
7997824,125
13191216,31
7997600,15
7997888,31
7997856,62
7998176,31
7994240,63
7842208,63
13190864,31
8001088,31
8000480,31
7999968,31
7999744,31
7999712,63
7943584,58
7999680,63
7998784,63
7996608,31
7997088,62
7996032,124
7694144,188
7997280,31
7997312,63
7952096,63
7996096,63
13419664,63
7996288,63
13424912,63
7996064,152
7997440,63
7998208,63
7952992,15
7995840,127
7994464,15
7952064,62
7950272,155
13193008,268
13420720,31
13192688,62
13193296,188
7951104,251
7844160,63
13192560,46
13192528,63
7711080,127
13193264,31
7950464,152
7707688,63
13192944,124
13192816,63
7996320,31
7950976,126
7995680,63
7953504,31
7995584,63
7995456,31
7994336,284
7994368,126
7994592,127
7994816,31
13422256,31
7994880,188
7994944,63
7994720,190
7993696,127
7993568,31
7993312,31
7993408,63
13422432,62
7993632,63
7784472,127
7993088,125
7994400,63
8412928,127
7992544,158
7992800,126
13192592,122
7992448,158
13186160,31
13196976,126
7833528,15
7833752,31
7833592,62
8144624,31
7833976,63
7832408,63
7832952,31
7832472,189
7831480,127
7833112,31
7833080,63
7832984,31
7707528,127
7831576,63
7832248,31
7831064,127
7830520,63
13197680,60
8145648,63
7830392,124
7830424,31
7830936,63
7995200,31
7831128,62
13193392,31
7830808,63
7830744,123
13418752,57
7784312,190
7832824,31
7830680,63
7830968,127
7787128,127
7829592,125
7829432,127
7785592,63
7949536,121
7846624,31
13186256,156
7943392,31
7845984,31
7845248,31
7783160,63
7845088,31
7845120,94
7941888,420
7845280,63
7844736,63
7844000,127
7690944,226
7845152,31
7844256,190
7843808,63
7698784,31
7843840,126
7844320,31
8004224,255
7842656,188
7842720,63
7843008,252
13421008,63
7782296,63
7843104,126
7785176,127
8161400,127
7842976,63
7844864,63
7994048,63
7841728,190
7731560,127
7842176,127
7825496,127
7825400,63
7824664,31
7824536,63
7712424,127
7824472,63
7824728,31
7824440,63
7824760,63
7823480,127
13419888,190
7823320,63
13182576,63
13183024,46
13182128,93
13181936,31
13181776,38
13180624,62
13178320,94
7950784,189
13186704,125
7785240,127
8166456,127
7953472,125
7694496,63
8164152,63
7953632,94
13176432,63
13176688,140
7695232,63
7950816,157
7951712,126
7827416,127
7828120,63
7827896,63
7828280,127
7827928,63
7826584,127
8165656,63
7951840,126
7785528,31
7995104,63
7994976,63
7993376,127
13187248,31
7993824,127
7784664,63
7842592,63
7993856,127
13174832,283
7948512,31
7992384,127
7992480,127
7989408,127
7990080,63
8005280,63
8005312,127
7948800,121
13174480,107
13174128,92
7947424,135
7947968,91
13174256,93
13203664,15
13202736,38
13201744,60
13200624,194
13201488,138
13201360,233
13186288,123
13186416,157
7948160,92
7948128,56
13174160,46
7686496,15
7947136,94
13201040,108
13186672,188
13187184,247
7947040,74
13187216,158
7946176,104
7945376,144
13182352,3
7978456,127
13182000,45
13183280,70
13183664,7
7696000,63
13181488,7
13182480,70
7953280,94
7953120,126
7946976,141
7946912,15
8163672,126
7940800,141
7954560,63
7956032,78
7955808,31
7954624,31
7954912,15
7955104,94
7955360,31
13189968,31
7954656,63
7954016,252
13419328,61
13418784,183
13418816,31
13421952,113
7946624,77
7955968,15
8162744,63
7955584,63
8143696,63
7956064,252
7954464,63
8004992,127
13418624,61
13422336,61
13421824,31
13422304,121
13421760,114
7696128,63
7710696,63
7947264,31
7948192,31
7947232,94
13198160,125
7947712,63
7978328,127
7947680,31
7781528,63
8003808,127
7946784,126
7940896,63
13422112,188
7948928,94
7948384,94
7948992,126
7948896,188
13183600,127
13422080,190
13421312,137
7953184,94
7951456,31
7951744,62
7950624,31
7951168,252
7951296,63
13185616,46
13425136,63
13185968,31
13185456,63
7730664,127
7946144,125
7945792,123
13185264,31
13420416,63
13185712,31
13185584,94
7945952,123
13185424,31
7944384,237
7695584,31
7995136,63
7994848,63
7993472,127
7994560,63
13421424,63
7993920,63
7692000,125
7994016,15
7994176,31
7993888,31
7993728,31
13423120,190
7993664,63
7993600,63
7992416,63
7992896,31
7993248,62
7992672,121
7993120,63
7992576,63
7991520,125
7992000,127
7945664,62
7946112,114
7691104,251
13197712,62
8145552,124
13198032,94
13198320,63
13197936,63
13197904,94
7944192,285
13421472,31
13419680,63
13421280,31
7695840,31
13420224,63
13419968,63
13420064,31
13419904,63
13419488,127
13418976,31
13419520,63
13422592,125
13422272,126
7951808,126
7945120,185
13196112,62
7948736,31
13195568,236
7697760,123
13423280,221
7949856,63
7780216,127
7944416,238
7686272,31
7686208,63
13421520,254
7685056,125
7686016,31
7951328,63
7685728,31
7685472,31
7940480,235
7684768,63
7685344,15
7685504,31
7685568,31
7685536,63
7684352,31
7949664,63
7684000,31
7684032,31
7683744,63
7684640,127
7684384,63
8155856,127
7780568,126
7948768,63
7682880,31
7698016,63
7698592,31
7698624,63
7941344,321
7698752,15
7697312,62
7697824,63
7697504,31
7697056,63
7781368,62
8162616,245
7697344,126
7940064,247
7696800,127
7696960,188
8152528,127
7977080,63
7975928,63
7976824,63
7976088,127
7696288,31
7696192,31
7696352,15
7695616,62
13184304,31
13426416,31
7695296,62
7695904,126
7695680,126
7694752,185
7953824,94
7952320,63
7694816,63
7694240,62
7694464,63
7693952,63
7696384,63
7694304,189
7696832,63
7693472,127
7714312,63
7692928,15
8166872,31
7693568,31
7695104,63
7693632,31
7692864,63
7694400,94
7695328,31
7692032,127
7714376,31
7712552,31
7713352,63
7712744,127
13185904,63
7712904,31
7713192,63
7712040,127
13419152,127
7712104,31
7711336,63
7710376,63
7840832,255
7710536,63
7783960,190
7710632,127
7692576,31
7692096,63
7691840,63
7944736,63
7692960,63
7713256,63
7712584,127
7691168,126
7693184,63
7709544,127
7690272,243
7708360,63
7707560,127
7707304,63
7707272,63
7708200,127
7708008,63
7707432,127
7706504,127
7690304,255
8145872,31
13191088,94
7780984,63
13191152,31
13190576,94
13190480,156
13190896,31
13190960,62
13190512,63
7942784,252
8004512,127
13182960,31
13183152,31
7947648,63
8144400,250
7782008,31
7781112,31
7781976,31
7781880,31
7781240,63
7780440,126
7780952,158
7943840,60
7943488,31
7942592,111
7942528,118
13183184,94
13182768,31
13183088,63
7730312,127
8411904,127
13182608,126
7942208,211
13196816,152
13426192,126
13425840,15
7949056,31
13425904,190
7949120,63
13183792,253
13426032,63
13426096,63
13425648,63
13184144,126
13425680,126
13424560,127
7942464,120
7946304,94
13423536,60
13423568,252
8162168,127
13422480,249
13422640,125
13421936,126
7952544,63
7951616,63
13420208,127
13422032,63
13421904,157
7952256,63
13421392,63
7779704,63
13421200,254
13422576,126
13422288,190
13421680,63
13420656,126
13421264,31
13419632,158
7944544,63
7950368,63
7978360,63
8162840,126
7978392,127
13198192,31
7954336,63
7944320,63
13421872,126
7779160,127
7843968,63
13421168,190
13420976,157
13420048,127
13195760,78
13196016,15
13194864,62
13196400,15
7844448,63
13196464,15
7948608,63
7947744,31
13194960,15
7950432,94
7953888,63
7954144,94
13192464,240
7787160,190
7786200,127
7785560,63
7784984,190
13192720,31
7953056,31
7952896,31
8163320,62
8163096,123
8163704,63
8167576,15
8167896,15
8004352,127
8166776,31
8166392,15
8166808,31
8166520,63
8165176,63
8165080,31
8165752,63
8162424,213
13188976,63
7730120,63
8170904,63
8159224,63
7784600,63
7784376,126
7783640,190
8162904,31
8162456,125
8164792,63
7784120,127
7783768,127
8161880,63
8162008,125
8164728,63
8164088,63
8164600,63
7781208,127
7780408,190
7779896,127
7780280,31
7779992,63
7779800,63
7779096,63
8160984,253
7942624,63
7941632,241
13420432,127
7946272,31
13422192,63
13420688,63
13420944,63
13421456,63
13420144,94
13419984,63
7945600,63
13419120,253
7946432,63
13420560,63
13419344,127
13419024,127
7940832,443
8155472,127
7844576,63
7844288,31
7844064,63
7841760,127
8151632,127
7842080,127
7840768,251
8150672,127
8150960,127
8150768,127
7841568,255
7940864,124
8146096,31
13419440,127
13419408,63
13418640,63
13425968,31
13426576,63
13426640,63
13426448,63
13423056,127
7940096,462
7731880,127
7731944,63
7731400,127
7731336,63
7731144,63
7746088,255
7730152,127
7730824,63
7730536,63
7730248,127
7746152,31
7745288,127
7744456,253
7745256,63
7744616,127
8415840,63
7744584,255
7782808,127
7782904,127
7782712,254
7781432,127
13187024,63
8414400,127
13185840,126
13185392,127
13184208,63
13184080,63
13183536,125
13183440,15
8414816,190
13182832,31
13182928,63
13182736,63
8146448,63
8145680,63
8146064,63
8145936,63
8145328,63
8144880,126
8144720,127
8144784,31
8144944,31
8145168,63
8144912,63
8143408,111
7946208,31
7946592,31
7945984,63
7945728,31
7945248,31
7945568,63
7945216,63
8144208,63
8143632,126
8143952,126
7946816,63
7783544,63
7783320,127
7782680,127
7782776,63
7782520,127
7782168,127
8144176,63
8142768,125
8142608,126
8142640,236
8414688,63
8413952,127
8414528,127
8414304,63
8412640,127
8413216,127
8413184,127
8413440,127
8142864,127
8142512,251
8414848,127
8158384,255
7940768,488
8004320,255
8004928,63
8005056,63
8004032,127
8002848,255
8002976,255
