Time,UB,LB
0.000000,387.353293,19.459200
0.000054,387.353293,45.542522
0.000087,387.353293,45.741379
0.000131,387.353293,44.524544
0.000156,387.353293,48.727779
0.000188,387.353293,51.110944
0.000222,387.353293,51.602304
0.000277,387.353293,55.524496
0.000312,387.353293,55.740544
0.000336,387.353293,56.359802
0.000382,387.353293,51.110944
0.000409,387.353293,55.013344
0.000434,387.353293,56.865184
0.000467,387.353293,57.378816
0.000504,387.353293,58.005984
0.000539,387.353293,58.461123
0.000579,387.353293,53.956576
0.000604,387.353293,56.219520
0.000635,387.353293,57.378816
0.000661,387.353293,58.586176
0.000713,387.353293,58.610896
0.000749,387.353293,58.684864
0.000772,387.353293,59.094848
0.000809,387.353293,59.415338
0.000847,387.353293,55.524496
0.000874,387.353293,59.636333
0.000917,387.353293,60.154096
0.001001,387.353293,60.309606
0.001028,387.353293,60.465216
0.001065,387.353293,60.568864
0.001118,387.353293,60.714189
0.001154,387.353293,56.017024
0.001179,387.353293,59.094848
0.001208,387.353293,61.181184
0.001272,387.353293,61.572544
0.001322,387.353293,61.881184
0.001347,387.353293,62.008416
0.001374,387.353293,62.217024
0.001409,387.353293,62.939232
0.001448,387.353293,63.042944
0.001514,387.353293,63.665126
0.001580,387.353293,63.733024
0.001603,387.353293,63.860256
0.001642,387.353293,64.068864
0.001669,387.353293,64.240384
0.001721,387.353293,64.642912
0.001764,387.353293,64.878768
0.001809,387.353293,64.884864
0.001842,387.353293,65.094816
0.001904,387.353293,65.276224
0.001939,387.353293,65.575728
0.002010,387.353293,58.005984
0.002038,387.353293,59.087392
0.002065,387.353293,61.092384
0.002099,387.353293,64.642912
0.002125,387.353293,65.865126
0.002180,387.353293,65.955232
0.002224,387.353293,66.124384
0.002247,387.353293,66.291072
0.002277,387.353293,66.383654
0.002308,387.353293,66.642912
0.002377,387.353293,66.736704
0.002405,387.353293,67.128064
0.002429,387.353293,67.177446
0.002469,387.353293,67.436704
0.002533,387.353293,67.513286
0.002567,387.353293,67.672544
0.002597,387.353293,67.772544
0.002655,387.353293,67.872576
0.002690,387.353293,67.944064
0.002719,387.353293,68.346592
0.002751,387.353293,68.489856
0.002841,387.353293,68.958912
0.002898,387.353293,69.220646
0.002927,387.353293,69.350272
0.002954,387.353293,69.568806
