Depth,PrunedNodes
11,32904970
12,18854274
13,7680772
14,2153553
15,298196
16,1917
17,2
10,40228552
9,34069084
8,19901783
7,7990204
6,2184012
5,394431
4,42380
3,2277
2,63
1,2
